BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions
NonResidential,Small- and Mid-Sized Office,4701 University Way Bldg,4701 University Way NE,98105.0,8816400975,4,NORTHEAST,47.66345,-122.3134,1957,1.0,1,27966,7004,20962,"Office, Parking",Office,20962.0,Parking,7004.0,None,0.0,58.0,164.8000031,1100500.0,0.0,1100500.0,0.0,False,Compliant,7.67
NonResidential,Supermarket / Grocery Store,Safeway 3091 - Brooklyn Ave,4732 Brooklyn Ave NE,98105.0,8816401015,4,NORTHEAST,47.66429,-122.31389,1950,1.0,1,26226,0,26226,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828.0,Parking,0.0,None,0.0,37.0,741.4000244,7588060.5,0.0,5349470.0,2238590.0,False,Compliant,156.18
NonResidential,Mixed Use Property,2967-University District,1300 N.E. 45Th Street,98105.0,8816401150,4,NORTHEAST,47.6616,-122.31393,1976,1.0,2,34948,15755,19193,"Bank Branch, Parking",Bank Branch,19183.0,Parking,19183.0,None,0.0,17.0,189.8000031,1159807.125,0.0,1159807.0,0.0,False,Compliant,8.09
NonResidential,Small- and Mid-Sized Office,1600 Fairview,1600 Fairview Ave E,98102.0,4088802669,4,LAKE UNION,47.6342,-122.32661,1998,1.0,3,37639,9999,27640,"Laboratory, Office",Office,20434.0,Laboratory,7557.0,None,0.0,73.0,695.2999878,6197824.5,0.0,6197824.0,0.0,False,Compliant,43.21
NonResidential,Small- and Mid-Sized Office,Delmar Building,108 South Washington St,98104.0,5247800481,7,DOWNTOWN,47.60102,-122.33378,1900,1.0,4,22840,0,22840,"Office, Other",Office,18400.0,Other,4440.0,None,0.0,64.0,121.1999969,881386.1875,0.0,881386.0,0.0,True,Error - Correct Default Data,6.14
NonResidential,Other,107 Occidental Ave S,107 Occidental Ave S,98104.0,5247800535,7,DOWNTOWN,47.60135,-122.33327,1900,1.0,1,21420,0,21420,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,10420.0,Bar/Nightclub,5000.0,Supermarket/Grocery Store,2000.0,89.0,121.5999985,810637.0,0.0,722467.0,88170.0,False,Compliant,9.72
NonResidential,Small- and Mid-Sized Office,W0164 Washington Building,164 s washington  st,98104.0,5247800575,7,DOWNTOWN,47.6011,-122.33197,1900,1.0,1,20880,0,20880,Office,Office,20880.0,None,0.0,None,0.0,94.0,102.8000031,683274.0,0.0,683274.0,0.0,False,Compliant,4.76
NonResidential,Mixed Use Property,Cadillac Hotel,319 2nd Avenue South,98104.0,5247800715,7,DOWNTOWN,47.59938,-122.33197,1966,1.0,3,26000,0,26000,"Office, Other - Entertainment/Public Assembly",Office,13000.0,Other - Entertainment/Public Assembly,13000.0,None,0.0,52.0,108.9000015,1063036.0,0.0,820061.0,242975.0,False,Compliant,18.62
NonResidential,Small- and Mid-Sized Office,Duncan Building,315 2nd Avenue South,98104.0,5247800720,7,DOWNTOWN,47.59954,-122.33201,1900,1.0,3,38675,0,38675,"Office, Restaurant",Office,12100.0,Restaurant,4281.0,None,0.0,73.0,287.6000061,1938777.0,0.0,1280095.0,658682.0,False,Compliant,43.91
Nonresidential COS,Small- and Mid-Sized Office,Fire Headquarters,301 2nd Ave S (401 Yesler Way),98104.0,5247800725,7,DOWNTOWN,47.59986,-122.33195,1929,1.0,4,49951,0,49951,"Office, Other",Office,32039.0,Other,24035.0,None,0.0,73.0,175.1999969,5134446.0,382080.0,2092919.0,2659447.0,False,Compliant,185.33
NonResidential,Medical Office,Rainier Beach Medical & Dental Clinic,9245 Rainier Ave S,98118.0,7129304415,2,SOUTHEAST,47.5195,-122.26935,2010,1.0,2,25880,0,25880,Medical Office,Medical Office,25880.0,None,0.0,None,0.0,8.0,224.6000061,1941728.75,0.0,1805820.0,135908.0,False,Compliant,19.81
NonResidential,Worship Facility,University Lutheran Church,1604 NE 50th St,98105.0,8823901075,4,NORTHEAST,47.66517,-122.31037,1927,1.0,3,41013,0,41013,"Office, Worship Facility",Worship Facility,32098.0,Office,2310.0,None,0.0,73.0,59.29999924,1080821.0,0.0,432910.0,647911.0,False,Compliant,37.43
NonResidential,Other,Hillel Foundation,4745 17th Ave. NE,98105.0,8823901885,4,NORTHEAST,47.66453,-122.30999,2004,1.0,2,21075,0,21075,"Office, Social/Meeting Hall",Social/Meeting Hall,18075.0,Office,3000.0,None,0.0,89.0,143.3999939,1581037.0,0.0,652060.0,928977.0,False,Compliant,53.88
NonResidential,Worship Facility,Calvary Christian Assembly,6801 Roosevelt Way NE,98133.0,9528102345,4,NORTHEAST,47.67842,-122.31949,1950,1.0,3,46485,0,46485,Worship Facility,Worship Facility,63922.0,None,0.0,None,0.0,83.0,50.20000076,1544995.75,0.0,759192.0,785803.0,False,Compliant,47.03
NonResidential,Small- and Mid-Sized Office,(ID#26681) RAVENNA OFFICE BLDG,444 NE RAVENNA BLVD,98115.0,9528103705,6,NORTHWEST,47.67819,-122.3231,1965,1.0,4,56896,0,56896,"Office, Parking",Office,40768.0,Parking,16128.0,None,0.0,96.0,87.19999695,1402048.5,0.0,997123.0,404925.0,False,Compliant,28.46
NonResidential,Worship Facility,Church in Seattle,6900 Woodlawn Ave. NE,98115.0,9528104205,6,NORTHWEST,47.67783,-122.32577,1978,1.0,2,27500,0,27500,Worship Facility,Worship Facility,27500.0,None,0.0,None,0.0,60.0,48.20000076,577123.125,0.0,343669.0,233454.0,False,Compliant,14.79
NonResidential,Small- and Mid-Sized Office,Graybar Building,416 Occidental Ave S,98104.0,5247800780,2,DOWNTOWN,47.59856,-122.33248,1930,1.0,2,36630,0,36630,"Distribution Center, Office",Office,22000.0,Distribution Center,11000.0,None,0.0,90.0,51.59999847,541943.3125,0.0,541943.0,0.0,False,Compliant,3.78
NonResidential,Small- and Mid-Sized Office,Moses Building,316 2nd Ave S,98104.0,5247800855,7,DOWNTOWN,47.59954,-122.33115,1900,0.0,3,26830,0,26830,"Office, Other",Office,16838.0,Other,10000.0,None,0.0,73.0,167.5,2099387.0,0.0,1095970.0,1003417.0,False,Compliant,60.93
NonResidential,Small- and Mid-Sized Office,Mottman Building,307 3rd Ave South,98104.0,5247800875,7,DOWNTOWN,47.59971,-122.33065,1906,1.0,5,41920,0,41920,Office,Office,41920.0,None,0.0,None,0.0,95.0,82.69999695,1103595.0,0.0,1103595.0,0.0,False,Compliant,7.69
NonResidential,Small- and Mid-Sized Office,Masin Building 1,220 Second Avenue South,98104.0,5247800890,7,DOWNTOWN,47.60048,-122.33157,1905,1.0,5,36879,0,36879,Office,Office,44000.0,None,0.0,None,0.0,92.0,93.0,1537570.25,0.0,1186017.0,351553.0,False,Compliant,26.94
NonResidential,Other,Men's Shelter,318 2nd Ave Extension S,98104.0,5247800930,7,DOWNTOWN,47.60055,-122.33057,1904,1.0,6,29820,0,29820,Other - Lodging/Residential,Other - Lodging/Residential,29820.0,None,0.0,None,0.0,89.0,131.3999939,1601955.625,0.0,1069795.0,532160.0,False,Compliant,35.72
NonResidential,Small- and Mid-Sized Office,220_3rd_ave_s_03262013,220 3rd Ave South,98104.0,5247801085,7,DOWNTOWN,47.60026,-122.3299,1905,0.0,2,33640,0,33640,Office,Office,27322.0,None,0.0,None,0.0,70.0,124.0,1078536.0,0.0,1078536.0,0.0,False,Compliant,7.52
NonResidential,Warehouse,Seattle Lighting Fixture,222 2nd Ave  Ext S,98104.0,5247801115,7,DOWNTOWN,47.59986,-122.32987,1906,1.0,4,43484,0,43484,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,26416.0,Retail Store,9531.0,Office,7537.0,18.0,113.1999969,1567041.0,0.0,1567041.0,0.0,False,Compliant,10.92
NonResidential,Mixed Use Property,Buty Building,501 South Jackson St.,98104.0,5247801615,2,DOWNTOWN,47.599,-122.32717,1900,1.0,3,22480,0,22480,"Office, Other, Retail Store",Office,10800.0,Other,10800.0,Retail Store,7200.0,52.0,107.0,981009.125,0.0,981009.0,0.0,False,Compliant,6.84
NonResidential,Hotel,American Hotel,520 S. King St.,98104.0,5247801635,2,DOWNTOWN,47.5985,-122.32677,1925,1.0,4,33018,0,33018,"Hotel, Retail Store",Hotel,23193.0,Retail Store,6165.0,None,0.0,49.0,303.7999878,4857581.5,0.0,1827547.0,3030034.0,False,Compliant,173.67
NonResidential,Small- and Mid-Sized Office,Dearborn Bldg.,624 S. Dearborn Bldg.,98134.0,5247801801,2,DOWNTOWN,47.5962,-122.32548,1970,1.0,2,26510,0,26510,Office,Office,30800.0,None,0.0,None,0.0,91.0,94.30000305,987064.0,0.0,893799.0,93265.0,False,Compliant,11.18
NonResidential,Warehouse,Dunn Lumber Retail/Offices,3801 Latona Av Ne,98105.0,4206900410,4,LAKE UNION,47.65429,-122.32618,1938,1.0,1,40028,0,40028,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,33222.0,Retail Store,10208.0,Office,6200.0,80.0,59.40000153,942415.1875,0.0,938199.0,4216.0,False,Compliant,6.76
NonResidential,Small- and Mid-Sized Office,North Lake Office Bldg.,100 NE Northlake Way,98105.0,4206900485,4,LAKE UNION,47.65373,-122.32721,2007,1.0,3,44510,18228,26282,"Office, Parking",Office,26282.0,Parking,18228.0,None,0.0,23.0,261.3999939,2188051.25,0.0,2188051.0,0.0,False,Compliant,15.25
NonResidential,Worship Facility,Lake City Presbyterian Church,3841 NE 123rd Street,98125.0,8820901145,5,NORTH,47.71705,-122.28577,1954,1.0,1,21624,0,21624,Worship Facility,Worship Facility,21624.0,None,0.0,None,0.0,90.0,62.59999847,666688.0,0.0,313117.0,353571.0,False,Compliant,20.96
SPS-District K-12,K-12 School,Green Lake Elementary,2400 N. 65th St.,98103.0,9528104870,6,NORTHWEST,47.6763,-122.3285,1970,1.0,1,42239,0,42239,K-12 School,K-12 School,48799.0,None,0.0,None,0.0,83.0,84.5,2145604.0,0.0,894324.0,1251280.0,True,Error - Correct Default Data,72.69
SPS-District K-12,K-12 School,McDonald International School,144 NE 54th St,98105.0,9550202395,6,Northwest,47.66828,-122.3266,1925,1.0,3,51360,0,51360,K-12 School,K-12 School,51026.0,None,0.0,None,0.0,89.0,68.19999695,1403095.0,0.0,960186.0,442909.0,True,Error - Correct Default Data,30.22
NonResidential,Small- and Mid-Sized Office,Sixth & King Associates,601 S. King Street,98104.0,5247801875,2,DOWNTOWN,47.59819,-122.32599,1993,0.0,3,21600,0,21600,"Office, Restaurant",Office,11600.0,Restaurant,10000.0,None,0.0,73.0,178.3000031,1539176.625,0.0,1069041.0,470135.0,False,Compliant,32.42
NonResidential,Mixed Use Property,(ID26834) SOO YUEN ASSOCIATION BUILDING,525 MAYNARD AVE S,98104.0,5247801900,2,DOWNTOWN,47.59769,-122.32537,1909,1.0,3,20620,0,20620,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,10060.0,Retail Store,5280.0,Social/Meeting Hall,5280.0,93.0,79.59999847,747457.0,0.0,410059.0,337398.0,False,Compliant,20.78
NonResidential,Hotel,Panama Hotel,605 S. Main St.,98104.0,5247801965,2,DOWNTOWN,47.59983,-122.32598,1910,1.0,5,40552,0,40552,Hotel,Hotel,40552.0,None,0.0,None,0.0,99.0,42.79999924,1200181.0,0.0,227435.0,972746.0,False,Compliant,53.25
NonResidential,Small- and Mid-Sized Office,KOBE PARK BUILDING,622 S Washington St,98104.0,5247802080,2,DOWNTOWN,47.60105,-122.32542,1909,1.0,3,31432,0,31432,"Multifamily Housing, Office, Other",Office,23059.0,Other,7125.0,Multifamily Housing,1248.0,73.0,143.8000031,1439572.375,0.0,1439572.0,0.0,False,Compliant,10.04
NonResidential,Retail Store,C & T BLDG,650 S JACKSON STREET,98104.0,5247802260,2,DOWNTOWN,47.59935,-122.32468,1917,1.0,2,24550,0,24550,"Office, Retail Store",Retail Store,13500.0,Office,11050.0,None,0.0,100.0,16.39999962,977230.3125,0.0,90201.0,114794.0,False,Compliant,6.73
SPS-District K-12,K-12 School,John Stanford Int'l Elementary,4057 5th Ave. N.E.,98105.0,4206901020,4,LAKE UNION,47.65753,-122.32405,2000,1.0,2,61052,0,61052,K-12 School,K-12 School,61052.0,None,0.0,None,0.0,80.0,98.5,2366929.5,0.0,1688937.0,677992.0,True,Error - Correct Default Data,47.78
NonResidential,Other,Washington Hall,153 14th Avenue,98122.0,4226900030,3,CENTRAL,47.60285,-122.31458,1908,1.0,3,25864,0,25864,"Office, Social/Meeting Hall",Social/Meeting Hall,13364.0,Office,8420.0,None,0.0,89.0,91.19999695,1028277.313,0.0,433559.0,594718.0,False,Compliant,34.61
NonResidential,Other,Kappa Alpha Theta,4521 17th Ave NE,98105.0,8823902405,4,NORTHEAST,47.66192,-122.30998,1924,1.0,3,20686,0,20686,Other - Lodging/Residential,Other - Lodging/Residential,20686.0,None,0.0,None,0.0,89.0,108.1999969,1207504.0,0.0,464268.0,743236.0,False,Compliant,42.71
Nonresidential COS,Mixed Use Property,Yesler Community Center,917 E Yesler Way,98122.0,9821700009,2,EAST,47.60153,-122.31986,2005,0.0,2,29508,7120,22388,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,11074.0,Fitness Center/Health Club/Gym,8183.0,Parking,6569.0,59.0,178.3000031,2217620.0,0.0,791940.0,1425680.0,False,Compliant,81.24
NonResidential,Senior Care Community,Seattle Keiro,1601 E. Yesler Way,98122.0,9826700565,3,CENTRAL,47.60133,-122.31088,1987,1.0,2,74840,0,74840,Senior Care Community,Senior Care Community,74840.0,None,0.0,None,0.0,48.0,230.8000031,8268496.5,0.0,4111042.0,4157454.0,False,Compliant,249.46
Nonresidential COS,Other,Langston Hughes Performing Arts Center,104 17th Ave South,98144.0,9826700795,3,CENTRAL,47.60133,-122.31088,1913,1.0,3,20992,0,20992,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,Social/Meeting Hall,4625.0,Other - Education,1665.0,89.0,123.0999985,2473302.0,0.0,576892.0,1896410.0,False,Compliant,104.74
NonResidential,K-12 School,First Place,172 20th Ave,98122.0,9826701245,3,CENTRAL,47.6032,-122.30596,1925,1.0,2,22344,0,22344,K-12 School,K-12 School,22344.0,None,0.0,None,0.0,40.0,123.5,1522597.0,0.0,555586.0,967011.0,False,Compliant,55.23
NonResidential,University,Kerry Hall,710 E. Roy St.,98121.0,9831200125,3,EAST,47.62531,-122.32303,1921,1.0,3,31900,0,31900,College/University,College/University,26000.0,None,0.0,None,0.0,76.0,160.1999969,2466100.0,0.0,753713.0,1712387.0,False,Compliant,96.2
Nonresidential COS,Other,Loyal Heights Community Center,2101 NW 77th St,98117.0,6021504080,6,BALLARD,47.68475,-122.38257,1950,1.0,2,29417,0,29417,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,18489.0,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,89.0,103.9000015,1631479.125,0.0,658940.0,972539.0,False,Compliant,56.25
NonResidential,Mixed Use Property,New Central,657 South Weller Street,98104.0,6054550000,2,DOWNTOWN,47.59737,-122.32487,1909,1.0,3,49299,0,49299,"Multifamily Housing, Office, Restaurant",Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,52.0,0.0,4729846.5,0.0,1323792.0,0.0,False,Compliant,9.23
NonResidential,Supermarket / Grocery Store,Admiral,2320 42nd Ave SW,98116.0,6087100195,1,SOUTHWEST,47.58217,-122.38479,1997,1.0,1,31841,0,31841,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,30899.0,Office,942.0,None,0.0,39.0,851.0999756,13140574.0,0.0,6365315.0,6775259.0,False,Compliant,404.21
NonResidential,Mixed Use Property,Arboretum Court 2,3130 E Madison St,98122.0,5332200210,3,EAST,47.627,-122.29153,1988,1.0,2,21036,0,21036,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,11021.0,Fitness Center/Health Club/Gym,8164.0,Office,7280.0,91.0,280.7000122,2735811.5,0.0,1450920.0,1284891.0,False,Compliant,78.36
NonResidential,Mixed Use Property,Trader Joes/AAA,4555 Roosevelt Way NE,98105.0,5335200281,4,NORTHEAST,47.66272,-122.31798,1999,1.0,2,32928,0,32928,"Office, Other, Parking, Retail Store",Parking,24288.0,Retail Store,16710.0,Office,16128.0,9.0,540.5,5652231.0,0.0,5652230.0,0.0,False,Compliant,39.4
NonResidential,Worship Facility,Seattle Community Church,4501 46th Avenue NE,98105.0,5364200005,4,NORTHEAST,47.66146,-122.2788,1954,1.0,2,20039,0,20039,Worship Facility,Worship Facility,20039.0,None,0.0,None,0.0,100.0,16.39999962,104722.2969,0.0,104722.0,0.0,False,Non-Compliant,0.73
SPS-District K-12,K-12 School,Laurelhurst Elementary,4530 46th Ave. N.E.,98105.0,5364200330,4,NORTHEAST,47.6622,-122.27796,1928,1.0,2,54943,0,54943,K-12 School,K-12 School,57247.0,None,0.0,None,0.0,94.0,63.79999924,2155391.0,0.0,665637.0,1489754.0,True,Error - Correct Default Data,83.76
NonResidential,Warehouse,Northwest Wholesale Florists,525 S Front Street,98108.0,5367200820,2,GREATER DUWAMISH,47.54761,-122.32759,1960,1.0,1,44476,0,44476,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,None,0.0,None,0.0,33.0,82.0,1368120.5,0.0,931104.0,437016.0,False,Compliant,29.7
NonResidential,Small- and Mid-Sized Office,"Pacific Georgetown Center, LLC",6363 7th Ave S.,98108.0,5367201500,2,GREATER DUWAMISH,47.54494,-122.32543,1969,1.0,1,35017,0,35017,"Non-Refrigerated Warehouse, Office, Parking",Office,19785.0,Non-Refrigerated Warehouse,10234.0,Parking,0.0,66.0,108.3000031,1295485.25,0.0,904631.0,390854.0,False,Compliant,27.06
NonResidential,Worship Facility,Japanese Presbyterian Church,1801 24th Avenue South,98144.0,3881900570,3,SOUTHEAST,47.58671,-122.30201,1963,1.0,2,22952,0,22952,"Parking, Worship Facility",Worship Facility,22962.0,Parking,0.0,None,0.0,98.0,32.79999924,470667.0,0.0,123878.0,346789.0,False,Compliant,19.28
NonResidential,Warehouse,N W WAREHOUSE,6540 5TH PL S,98108.0,5367201635,2,GREATER DUWAMISH,47.54443,-122.32688,1976,1.0,1,21040,0,21040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,None,0.0,None,0.0,43.0,56.09999847,592088.125,0.0,266815.0,325273.0,False,Compliant,19.14
NonResidential,Warehouse,Cedar Heights,6535 5th Place South,98108.0,5367201865,2,GREATER DUWAMISH,47.54491,-122.32758,1951,1.0,2,28032,0,28032,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,None,0.0,None,0.0,52.0,81.80000305,1321065.0,0.0,510536.0,810529.0,False,Compliant,46.61
NonResidential,Distribution Center,Pacific Rubber Inc,6720 E Marginal Way S,98108.0,5367204010,2,GREATER DUWAMISH,47.54333,-122.32792,1974,1.0,1,25620,0,25620,Distribution Center,Distribution Center,25620.0,None,0.0,None,0.0,82.0,38.0,550324.1875,0.0,189949.0,360375.0,False,Compliant,20.46
NonResidential,Warehouse,(ID27141) TSUE CHONG BUILDING,800 S Weller St,98144.0,5391600310,2,DOWNTOWN,47.59775,-122.32219,1992,1.0,3,33238,0,33238,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,None,0.0,None,0.0,14.0,154.1999969,1632472.0,0.0,1632472.0,0.0,False,Compliant,11.38
NonResidential,K-12 School,St. James Cathedral Place,803 Terry,98104.0,5392100010,3,EAST,47.60745,-122.32542,1912,1.0,4,27800,0,27800,K-12 School,K-12 School,11093.0,None,0.0,None,0.0,8.0,211.3999939,1181429.0,0.0,528460.0,652969.0,False,Compliant,38.36
NonResidential,Large Office,719 2nd Ave (Millennium Tower),719 2nd Ave,98104.0,5530510000,7,DOWNTOWN,47.60331,-122.33389,2000,1.0,6,706176,0,706176,"Bank Branch, Office, Parking",Office,222807.0,Parking,78049.0,Bank Branch,5171.0,82.0,182.8000031,13270687.0,0.0,13270685.0,0.0,False,Compliant,92.52
NonResidential,Supermarket / Grocery Store,West Seattle Thriftway,4201 SW MORGAN ST,98136.0,5637500005,1,SOUTHWEST,47.54427,-122.38609,1998,1.0,1,33706,0,33706,Supermarket/Grocery Store,Supermarket/Grocery Store,31746.0,None,0.0,None,0.0,22.0,651.2999878,8687690.0,0.0,5528496.0,3159194.0,False,Compliant,206.33
NonResidential,Mixed Use Property,property #10,1050 w nickerson/1050 w Ewing st.,98119.0,7443001620,7,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1961,1.0,2,37600,0,37600,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,18400.0,Other,16200.0,Office,3000.0,54.0,86.90000153,2171751.5,0.0,472249.0,1699502.0,False,Compliant,93.55
SPS-District K-12,K-12 School,Viewlands Elementary,10525 3rd Ave. N.W.,98177.0,7474900060,5,NORTHWEST,47.70597,-122.36113,1954,1.0,1,42128,0,42128,K-12 School,K-12 School,42128.0,None,0.0,None,0.0,93.0,86.90000153,1709307.5,0.0,893537.0,815770.0,False,Compliant,49.55
SPS-District K-12,K-12 School,Loyal Heights Elementary,2511 N.W. 80th St.,98117.0,4443801580,6,BALLARD,47.68644,-122.38905,1932,1.0,2,44753,0,44753,K-12 School,K-12 School,46545.0,None,0.0,None,0.0,96.0,62.09999847,1638692.0,0.0,558868.0,1079824.0,True,Error - Correct Default Data,61.25
NonResidential,Other,Knights of Columbus,722 E Union St,98122.0,7502500045,3,EAST,47.61314,-122.32262,1912,1.0,3,33708,0,33708,Other,Other,33708.0,None,0.0,None,0.0,89.0,60.40000153,786324.4063,166488.4063,567086.0,52750.0,False,Compliant,19.61
NonResidential,Other,EMERSON,1249 NE 145TH ST,98155.0,6632300641,5,North,47.73368,-122.31366,1948,1.0,2,47237,0,47237,Other,Other,47661.0,None,0.0,None,0.0,89.0,394.1000061,5981430.0,0.0,5981430.0,0.0,False,Compliant,41.7
SPS-District K-12,K-12 School,Adams Elementary,6110 28th Ave. N.W.,98107.0,6658000060,6,BALLARD,47.67363,-122.39152,1989,1.0,2,57298,0,57298,K-12 School,K-12 School,60882.0,None,0.0,None,0.0,91.0,81.80000305,1586389.0,0.0,1586389.0,0.0,True,Error - Correct Default Data,11.06
NonResidential,Supermarket / Grocery Store,Safeway 1550 - Roosevelt Way,7300 Roosevelt Way NE,98115.0,6716700415,4,NORTHEAST,47.68217,-122.31675,1997,1.0,1,76585,38585,38000,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,41447.0,Parking,0.0,None,0.0,18.0,761.2999878,13906080.0,0.0,8112028.0,5794050.0,False,Compliant,364.27
NonResidential,Worship Facility,Cross & Crown Church,4554 12th Ave NE,98105.0,6746700035,4,NORTHEAST,47.66295,-122.31494,1938,1.0,3,26373,0,26373,Worship Facility,Worship Facility,26373.0,None,0.0,None,0.0,75.0,60.79999924,964236.0,0.0,282478.0,681758.0,False,Compliant,38.18
NonResidential,Small- and Mid-Sized Office,Leschi Lakecenter,120 Lakeside,98122.0,4114601145,3,CENTRAL,47.60207,-122.28481,1956,6.0,2,75868,0,75868,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,50379.0,Restaurant,12622.0,Retail Store,6662.0,73.0,149.1999969,3605750.0,0.0,3605750.0,0.0,False,Compliant,25.14
